Parameter Code;Analysis Method Code;Unit;Parameter Long Name;Method Name;Method Type;Method Number;Method Source;Method Description
V-Tot;VMV_2459;µg/l;Vanadium - Total;Total recoverable metals with thermal digestion and inductively coupled plasma mass spectrometry;Spectroscopy;VMV Method;VMV Method;
V-Tot;VMV_2631;mg/l;Vanadium - Total;Total metals by inductively coupled argon plasma emission spectrometry with standard spray chamber;Spectroscopy;VMV Method;VMV Method;
V-Tot;VMV_2634;mg/l;Vanadium - Total;Total metals by inductively coupled argon plasma emission spectrometry with external nebulizer.;Spectroscopy;VMV Method;VMV Method;
V-Tot;VMV_2960;µg/l;Vanadium - Total;"Total metals in water by ""in bottle"" digestion are analyzed by ICP-MS/ICP-OES.";Spectroscopy;VMV Method;VMV Method;
V-Tot;VMV_3528;µg/l;Vanadium - Total;Total metals by CRC-ICP-MS with in-bottle digestion and discrete sampling pneumatic nebulization;Spectroscopy;VMV Method;VMV Method;
V-Tot;VMV_3583;µg/l;Vanadium - Total;Total metals by CRC-ICP-MS and discrete sampling pneumatic nebulization;Spectroscopy;VMV Method;VMV Method;
V-Tot;VMV_375;µg/l;Vanadium - Total;Total metals in water by ICP-MS;Spectroscopy;VMV Method;VMV Method;
V-Tot;VMV_4007;µg/l;Vanadium - Total;Total metals by inductively coupled plasma-mass spectrometry with in-bottle digestion;Spectroscopy;VMV Method;VMV Method;Total metals in water with in bottle digestion are analyzed by inductively coupled plasma - collision/reaction cell - mass spectrometry (ICP-CRC-MS).
VCM;0;µg/l;Chloroethene;;;;;Undefined Analysis Method
VCM;APAT5150_2003;µg/l;Chloroethene;"Chlorinated solvents (static headspace + GC-ECD; dynamic headspace + GC-ECD) APAT 5150 (2003)";Chromatography;APAT 2003;APAT 2003;
VCM;APAT5450_2003;µg/l;Chloroethene;"Chlorinated solvents (static headspace + GC-ECD; dynamic headspace + GC-ECD) APAT 5450 (2003)";Chromatography;APAT 2003;APAT 2003;
VCM;GS-MS;µg/l;Chloroethene;Gas Chromatography with Mass Spectrometry Detection;Chromatography;;;
VDS;0;mg/l;Volatile Dissolved Solids;;;;;Undefined Analysis Method
VS;0;mg/l;Volatile Solids;;;;;Undefined Analysis Method
VSS;0;mg/l;Volatile Suspended Solids;;;;;Undefined Analysis Method
W-Dis;VMV_1920;µg/l;Tungsten - Dissolved;Dissolved metals with in-bottle digestion using inductively coupled plasma-sector field MS;Spectroscopy;VMV Method;VMV Method;
W-Dis;VMV_3007;µg/l;Tungsten - Dissolved;"Dissolved metals in water by ""in-bottle"" digestion are analyzed by ICP-MS/ICP-OES.";Spectroscopy;VMV Method;VMV Method;
W-Dis;VMV_3529;µg/l;Tungsten - Dissolved;Dissolved metals by CRC-ICP-MS with in-bottle digestion and discrete sampling pneumatic nebulization;Spectroscopy;VMV Method;VMV Method;
W-Dis;VMV_3584;µg/l;Tungsten - Dissolved;Dissolved metals by CRC-ICP-MS and discrete sampling pneumatic nebulization;Spectroscopy;VMV Method;VMV Method;
W-Ext;0;mg/l;Tungsten - Extractable;;;;;Undefined Analysis Method
W-Ext;VMV_1917;µg/l;Tungsten - Extractable;Extractable metals with inductively coupled argon plasma-sector field mass spectrometer (ICP-SFMS);Spectroscopy;VMV Method;VMV Method;
W-Tot;VMV_1919;µg/l;Tungsten - Total;Total metals with in-bottle digestion and inductively coupled plasma-sector field mass spectrometer;Spectroscopy;VMV Method;VMV Method;
W-Tot;VMV_3006;µg/l;Tungsten - Total;"Total metals in water by ""in-bottle"" digestion are analyzed by ICP-MS/ICP-OES.";Spectroscopy;VMV Method;VMV Method;
W-Tot;VMV_3528;µg/l;Tungsten - Total;Total metals by CRC-ICP-MS with in-bottle digestion and discrete sampling pneumatic nebulization;Spectroscopy;VMV Method;VMV Method;
W-Tot;VMV_3583;µg/l;Tungsten - Total;Total metals by CRC-ICP-MS and discrete sampling pneumatic nebulization;Spectroscopy;VMV Method;VMV Method;
XYLTOT;0;µg/l;Sum of Xylenes;;;;;Undefined Analysis Method
XYLTOT;APAT5140_2003;µg/l;Sum of Xylenes;"Aromatic organic solvents (static headspace + GC-FID; dynamic headspace + GC-FID)";Chromatography;APAT 2003;APAT 2003;
XYLTOT;EPA8260B;µg/l;Sum of Xylenes;Volatile Organic Compounds by Gas Chromatography/Mass Spectrometry (GC/MS);Chromatography;8260B;EPA 1996;
XYLTOT;GS-MS;µg/l;Sum of Xylenes;Gas Chromatography with Mass Spectrometry Detection;Chromatography;;;
XYLTOT;P-T-GC-MS;µg/l;Sum of Xylenes;Purge-and-Trap Gas Chromatography/Mass Spectrometry;Chromatography;JIS K 0125 5.1;JSA 1998;
XYLTOT;VMV_3653;µg/l;Sum of Xylenes;Canada wide standards for petroleum hydrocarbons in soil determined by GC/FID and GC/MS;Chromatography;VMV Method;VMV Method;
Y-Dis;VMV_1920;µg/l;Yttrium - Dissolved;Dissolved metals with in-bottle digestion using inductively coupled plasma-sector field MS;Spectroscopy;VMV Method;VMV Method;
Y-Dis;VMV_3007;µg/l;Yttrium - Dissolved;"Dissolved metals in water by ""in-bottle"" digestion are analyzed by ICP-MS/ICP-OES.";Spectroscopy;VMV Method;VMV Method;
Y-Dis;VMV_3529;µg/l;Yttrium - Dissolved;Dissolved metals by CRC-ICP-MS with in-bottle digestion and discrete sampling pneumatic nebulization;Spectroscopy;VMV Method;VMV Method;
Y-Dis;VMV_3584;µg/l;Yttrium - Dissolved;Dissolved metals by CRC-ICP-MS and discrete sampling pneumatic nebulization;Spectroscopy;VMV Method;VMV Method;
Y-Ext;VMV_1917;µg/l;Yttrium - Extractable;Extractable metals with inductively coupled argon plasma-sector field mass spectrometer (ICP-SFMS);Spectroscopy;VMV Method;VMV Method;
Y-Tot;VMV_1919;µg/l;Yttrium - Total;Total metals with in-bottle digestion and inductively coupled plasma-sector field mass spectrometer;Spectroscopy;VMV Method;VMV Method;
Y-Tot;VMV_3006;µg/l;Yttrium - Total;"Total metals in water by ""in-bottle"" digestion are analyzed by ICP-MS/ICP-OES.";Spectroscopy;VMV Method;VMV Method;
Y-Tot;VMV_3528;µg/l;Yttrium - Total;Total metals by CRC-ICP-MS with in-bottle digestion and discrete sampling pneumatic nebulization;Spectroscopy;VMV Method;VMV Method;
Y-Tot;VMV_3583;µg/l;Yttrium - Total;Total metals by CRC-ICP-MS and discrete sampling pneumatic nebulization;Spectroscopy;VMV Method;VMV Method;
Zn-Dis;0;mg/l;Zinc - Dissolved;;;;;Undefined Analysis Method
Zn-Dis;AAS-E;mg/l;Zinc - Dissolved;Electrothermal Atomic Absorption Spectrometric Method;Spectroscopy;SM 3113 B;APHA 2012;"A sample is preserved in the field with nitric acid. The sample aliquot is heated, usually in three stages in a graphite furnace or an electrically heated atomiser in which: first, a low current is applied to dry the sample; the second stage chars the sample by destroying the organic matter and volatilises other matrix compounds; finally, the third stage applies a high current which heats the tube to incandescence and atomises the zinc to be determined. The absorbance of the resultant ground state atoms is measured at 213.8 nm and is compared with those of identically-prepared standard and blank solutions."
Zn-Dis;AAS-E-SpectrAA;µg/l;Zinc - Dissolved;Electrothermal Atomic Absorption Spectrometry with Varian SpectrAA;Spectroscopy;;;
Zn-Dis;AAS-F-SpectrAA_220;µg/l;Zinc - Dissolved;Flame Atomic Absorption Spectrometry with Varian SpectrAA 220;Spectroscopy;;;
Zn-Dis;AAS-F-SpectrAA_221;µg/l;Zinc - Dissolved;Flame Atomic Absorption Spectrometry with Varian SpectrAA 221;Spectroscopy;;;
Zn-Dis;APAT3020_2003;µg/l;Zinc - Dissolved;Determination of chemical elements by emission spectroscopy with plasma source (ICP-OES);Spectroscopy;APAT 2003;APAT 2003;
Zn-Dis;APHA3113_B_1998;µg/l;Zinc - Dissolved;Metals by Electrothermal Atommic Absorption Spectrometry;Spectroscopy;3113 B;APHA 1998;
Zn-Dis;APHA3120_B_2005;µg/l;Zinc - Dissolved;Inductively Coupled Plasma (ICP) Method (APHA 2005);Spectroscopy;3120 B;APHA 2005;
Zn-Dis;DIN38406-16_1990;µg/l;Zinc - Dissolved;Determination of zinc, cadmium, lead, copper, thallium, nickel, cobalt by voltammetry (E 16);Electrochemical Analysis;38406-16;DIN 1990;
Zn-Dis;EPA6800;µg/l;Zinc - Dissolved;Elemental and Molecular Speciated Isotope Dilution Mass Spectrometry;Chromatography;EPA 2014;EPA 2014;
Zn-Dis;EPA7951_1992;µg/l;Zinc - Dissolved;Zinc (AA, Furnace Technique);Spectroscopy;EPA 1992;EPA 1992;
Zn-Dis;FAAS-AAc-D;µg/l;Zinc - Dissolved;Direct Air-Acetylene Flame Atomic Absorption Spectrometry;Spectroscopy;SM 3111 B;APHA 2012;
Zn-Dis;FAAS-APr-D;mg/l;Zinc - Dissolved;Direct Air-Propane Flame Atomic Absorption Spectrometry;Spectroscopy;SM 3111 B;APHA 2012;A sample is filtered in the field through a 0.45 µm membrane filter and preserved with nitric acid. The sample aliquot is aspirated and the absorbance is measured spectrometrically at 213.8 nm and compared to identically-prepared standard and blank solutions, using an air-propane oxidizing flame.
Zn-Dis;ICP-MS;mg/l;Zinc - Dissolved;Inductively-Coupled Plasma Mass Spectrometry;Spectroscopy;SM 3125 B;APHA 2012;A sample is filtered in the field through a 0.45 µm membrane filter and preserved with nitric acid. The sample aliquot is aspirated into an argon-based, high temperature radio frequency plasma. The sample is dissolved, atomised and ionised. These ions are extracted from the plasma through a vacuum interface and separated on the basis of their mass to charge ratio by a mass spectrometer. The ions are counted by an electron multiplier detector and the resulting information processed by a computer database system and compared to identically-prepared standard and blank solutions.
Zn-Dis;ISO11885_1996;µg/l;Zinc - Dissolved;Determination of selected elements by inductively coupled plasma optical emission spectrometry (ICP-;Spectroscopy;ISO 1996;ISO 1996;
Zn-Dis;ISO11885_2007;µg/l;Zinc - Dissolved;Determination of selected elements by inductively coupled plasma optical emission spectrometry (ICP-;Spectroscopy;ISO 2007;ISO 2007;
Zn-Dis;ISO15586_2003;µg/l;Zinc - Dissolved;Determination of trace elements using atomic absorption spectrometry with graphite furnace;Spectroscopy;ISO 2003;ISO 2003;
Zn-Dis;ISO17294-1_2006;µg/l;Zinc - Dissolved;Application of inductively coupled plasma mass spectrometry (ICP-MS) - Part 1: General guidelines;Spectroscopy;17294-1;ISO 2006;
Zn-Dis;ISO17294-2_2004;µg/l;Zinc - Dissolved;Application of inductively coupled plasma mass spectrometry (ICP-MS) - Part 2: Determination of sele;Spectroscopy;17294-2;ISO 2004;
Zn-Dis;VMV_1920;µg/l;Zinc - Dissolved;Dissolved metals with in-bottle digestion using inductively coupled plasma-sector field MS;Spectroscopy;VMV Method;VMV Method;
Zn-Dis;VMV_2632;mg/l;Zinc - Dissolved;Dissolved metals by inductively coupled argon plasma emission spectrometry with external nebulizer;Spectroscopy;VMV Method;VMV Method;
Zn-Dis;VMV_2633;mg/l;Zinc - Dissolved;Dissolved metals by ICP argon plasma emission spectrometry with standard spray chamber;Spectroscopy;VMV Method;VMV Method;
Zn-Dis;VMV_2725;µg/l;Zinc - Dissolved;Dissolved metals are analyzed by ICP-AES;Spectroscopy;VMV Method;VMV Method;
Zn-Dis;VMV_2816;µg/l;Zinc - Dissolved;Dissolved metals by inductively coupled argon plasma/mass spectrometer with pneumatic nebulization;Spectroscopy;VMV Method;VMV Method;
Zn-Dis;VMV_3007;µg/l;Zinc - Dissolved;"Dissolved metals in water by ""in-bottle"" digestion are analyzed by ICP-MS/ICP-OES.";Spectroscopy;VMV Method;VMV Method;
Zn-Dis;VMV_3017;µg/l;Zinc - Dissolved;Dissolved metals by inductively coupled argon plasma-mass spectrometry technique (ICP-MS).;Spectroscopy;VMV Method;VMV Method;
Zn-Dis;VMV_3529;µg/l;Zinc - Dissolved;Dissolved metals by CRC-ICP-MS with in-bottle digestion and discrete sampling pneumatic nebulization;Spectroscopy;VMV Method;VMV Method;
Zn-Dis;VMV_3584;µg/l;Zinc - Dissolved;Dissolved metals by CRC-ICP-MS and discrete sampling pneumatic nebulization;Spectroscopy;VMV Method;VMV Method;
Zn-Dis;VMV_3744;µg/l;Zinc - Dissolved;Analysis of dissolved metals is done by inductively coupled argon plasma mass spectrometry (ICP-MS).;Spectroscopy;VMV Method;VMV Method;
Zn-Ext;FAAS-AAc-D;mg/l;Zinc - Extractable;Direct Air-Acetylene Flame Atomic Absorption Spectrometry;Spectroscopy;SM 3111 B;APHA 2012;The whole water sample is acidified with dilute mineral acid (0.2% HNO3), shaken, left to stand overnight and analyzed by direct aspiration AAS. The absorbance is measured spectrophotometrically at wavelength 213.8 nm, and compared with those of standard solutions.
Zn-Ext;FAAS-AAc-E;mg/l;Zinc - Extractable;Extraction/Air-Acetylene Flame Atomic Absorption Spectrometry;Spectroscopy;SM 3111 C;APHA 2012;The whole water sample is acidified with dilute mineral acid (0.2% HNO3), shaken, left to stand overnight. The pH of an aliquot of this solution is adjusted to 4.75 with a buffer solution. Ammonium pyrrolidine dithiocarbamate (APDC) solution is added to the aliquot, which is then extracted with methyl isobutyl ketone (MIBK). The absorbance is measured spectrophotometrically at a wavelength of 213.8 nm and compared with those of identically prepared standards. An acetylene-air oxidizing flame is used.
Zn-Ext;VMV_1917;µg/l;Zinc - Extractable;Extractable metals with inductively coupled argon plasma-sector field mass spectrometer (ICP-SFMS);Spectroscopy;VMV Method;VMV Method;
Zn-Ext;VMV_2628;µg/l;Zinc - Extractable;Extractable metals by inductively coupled argon plasma (ICAP) emission.;Spectroscopy;VMV Method;VMV Method;
Zn-Ext;VMV_2817;µg/l;Zinc - Extractable;Extractable metals by inductively coupled argon plasma-mass spectrometry with pneumatic nebulization;Spectroscopy;VMV Method;VMV Method;
Zn-Ext;VMV_2841;µg/l;Zinc - Extractable;Extractable elements in acid preserved samples are analyzed by ICP-MS.;Spectroscopy;VMV Method;VMV Method;
Zn-Ext;VMV_4070;µg/l;Zinc - Extractable;Extractable metals by inductively coupled plasma-collision/reaction cell-mass spectrometry;Spectroscopy;VMV Method;VMV Method;
Zn-Sus;VMV_3020;µg/g;Zinc - Suspended;Analysis of major, minor and trace metal elements in the particulate phase of natural waters VMV3020;Spectroscopy;VMV Method;VMV Method;
Zn-Tot;0;mg/l;Zinc - Total;;;;;Undefined Analysis Method
Zn-Tot;AAS-E;µg/l;Zinc - Total;Electrothermal Atomic Absorption Spectrometric Method;Spectroscopy;SM 3113 B;APHA 2012;
Zn-Tot;APAT3020_2003;µg/l;Zinc - Total;Determination of chemical elements by emission spectroscopy with plasma source (ICP-OES);Spectroscopy;APAT 2003;APAT 2003;
Zn-Tot;APAT3320_2003;µg/l;Zinc - Total;Zinc (F-AAS);Spectroscopy;APAT 2003;APAT 2003;
Zn-Tot;APHA3113_B_1998;µg/l;Zinc - Total;Metals by Electrothermal Atommic Absorption Spectrometry;Spectroscopy;3113 B;APHA 1998;
Zn-Tot;APHA3120_B_2005;µg/l;Zinc - Total;Inductively Coupled Plasma (ICP) Method (APHA 2005);Spectroscopy;3120 B;APHA 2005;
Zn-Tot;APHA3125_B_2005;µg/l;Zinc - Total;Inductively-Coupled Plasma Mass Spectrometry (ICP/MS) Method;Spectroscopy;3125 B;APHA 2005;
Zn-Tot;DIN38406-16_1990;µg/l;Zinc - Total;Determination of zinc, cadmium, lead, copper, thallium, nickel, cobalt by voltammetry (E 16);Electrochemical Analysis;38406-16;DIN 1990;
Zn-Tot;EPA6800;µg/l;Zinc - Total;Elemental and Molecular Speciated Isotope Dilution Mass Spectrometry;Chromatography;EPA 2014;EPA 2014;
Zn-Tot;FAAS-AAc-D;µg/l;Zinc - Total;Direct Air-Acetylene Flame Atomic Absorption Spectrometry;Spectroscopy;SM 3111 B;APHA 2012;
Zn-Tot;FAAS-AAc-D-NA;mg/l;Zinc - Total;Direct Air-Acetylene Flame Atomic Absorption Spectrometry with HNO3 Digestion;Spectroscopy;SM 3111 B;APHA 2012;A sample is preserved in the field with nitric acid. The sample aliquot is digested in nitric acid. The digest is aspirated and the absorbance is measured spectrometrically at 213.9 nm and compared to identically-prepared standard and blank solutions, using an air-acetylene oxidizing flame.
Zn-Tot;FAAS-APr-D-NA;mg/l;Zinc - Total;Direct Air-Propane Flame Atomic Absorption Spectrometry with HNO3 Digestion;Spectroscopy;SM 3111 B;APHA 2012;A sample is preserved in the field with nitric acid. The sample aliquot is digested in nitric acid. The digest is aspirated and the absorbance is measured spectrometrically at 213.8 nm and compared to identically-prepared standard and blank solutions, using an air-propane oxidizing flame.
Zn-Tot;ICP-AES-Dgs;mg/l;Zinc - Total;Inductively Coupled Plasma (ICP) Method (Total Metals after Rigorous Digestion);Spectroscopy;SM 3120 B;APHA 2012;A sample is preserved in the field with diluted mineral acid. The sample aliquot is digested in aqua regia and evaporated to near dryness. The residue is dissolved in concentrated HCl and diluted to one-fifth of the aliquot original volume. The emission is measured spectrometrically at 213.8 nm and compared to identically-prepared standard and blank solutions.
Zn-Tot;ICP-AES-Xtr;mg/l;Zinc - Total;Inductively Coupled Plasma (ICP) Method (Extractable/Recoverable Metals);Spectroscopy;SM 3120 B, 3030 C;APHA 2012;A sample is preserved in the field with nitric acid. The sample aliquot is digested in nitric acid or aqua regia, concentrated appropriately, and aspirated from an autosampler. The emission is measured at 213.8 nm and compared to identically-prepared standard and blank solutions.
